"","ID","DATE","ELEMENT","VALUE","MFLAG","QFLAG","SFLAG","NAME","LONGITUDE","LATITUDE","ELEVATION","elevation","tmax_normal_annual","vpdmax_normal_annual","tdmean_normal_annual","tmean_normal_annual","tmin_normal_annual","vpdmin_normal_annual","ppt_normal_annual","slope","aspect","ppt_2021_02","ppt_2021_03","CV_GAM_MODEL","CV_GAM_RASTER_PREDS","CV_GAM_SNODAS_UA_50_50","CV_GAM_SNODAS_50_50","CV_GAM_SNODAS_60_40","CV_GAM_SNODAS_70_30","CV_GAM_SNODAS_80_20","CV_GAM_SNODAS_90_10","CV_GAM_SNODAS_100","SNODAS_VALUE"
"80818","USS0009J01S",2004-04-01,"WESD",147.3," "," ","T","King's Cabin",-109.54,40.72,0,2747,9.92000007629395,10.1000003814697,-6.69000005722046,2.34999990463257,-5.23000001907349,1.16999995708466,671.659973144531,4.78612435679289,87.9330736332216,27.7395992279053,98.5160980224609,99999,109.868509151979,99999,89.3692771960356,89.6431326352428,89.9169880744499,90.190843513657,90.4646989528641,90.7385543920713,88
"97155","USS0009J05S",2004-04-01,"WESD",274.3," "," ","T","Mosby Mtn.",-109.89,40.61,0,2940,9,9.51000022888184,-7.94000005722046,1.80999994277954,-5.3899998664856,1.72000002861023,741.030029296875,1.89678728327232,118.85039185745,22.4615993499756,81.2182006835938,99999,236.032345454253,99999,271.57457712611,271.089492551332,270.604407976554,270.119323401775,269.634238826997,269.149154252219,274
"110888","USS0009J08S",2004-04-01,"WESD",66," "," ","T","Hickerson Park",-109.96,40.91,0,2781,10.2200002670288,10.4499998092651,-7.05000019073486,2.20000004768372,-5.82000017166138,1.21000003814697,548.580017089844,3.48667252307866,160.692760555936,29.0303993225098,87.3628005981445,99999,55.3059332122757,99999,3.67180133920132,4.40616160704159,5.14052187488185,5.87488214272212,6.60924241056238,7.34360267840264,0
"127225","USS0009J16S",2004-04-01,"WESD",185.4," "," ","T","Trout Creek",-109.67,40.74,0,2854,9.28999996185303,9.56999969482422,-7.01999998092651,1.82000005245209,-5.65999984741211,1.17999994754791,697.659973144531,1.48509419801237,267.774829830569,24.4925994873047,90.3390960693359,99999,225.986980015624,99999,179.745571757968,180.694686109562,181.643800461155,182.592914812749,183.542029164343,184.491143515936,175
"140617","USS0009K01S",2004-04-01,"WESD",73.7," "," ","T","East Willow Creek",-109.53,39.31,0,2595,11.1199998855591,11.0799999237061,-5.78999996185303,4.59999990463257,-1.91999995708466,1.77999997138977,523.950012207031,1.57835380153368,80.2727270697663,14.6694993972778,38.3272972106934,99999,76.7699509172196,99999,468.999999914924,468.999999897909,468.999999880894,468.999999863878,468.999999846863,468.999999829848,469
"159558","USS0009L03S",2004-04-01,"WESD",109.2," "," ","T","Lasal Mountain",-109.27,38.48,0,2849,11.539999961853,10.9399995803833,-6.28000020980835,5.32999992370605,-0.879999995231628,2.69000005722046,834.97998046875,7.48796762321208,301.127208872154,51.4824981689453,92.2237014770508,99999,246.058370146876,99999,60,60,60,60,60,60,60
"176980","USS0009M02S",2004-04-01,"WESD",180.3," "," ","T","Camp Jackson",-109.49,37.81,0,2638,11.4300003051758,10.0299997329712,-4.65999984741211,5.92000007629395,0.400000005960464,2.75999999046326,715.349975585938,8.54732262685655,272.159046815017,71.8532943725586,120.983093261719,99999,102.027153421289,99999,5.17595563514546e-05,6.21114676217455e-05,7.24633788920364e-05,8.28152901623274e-05,9.31672014326183e-05,0.000103519112702909,0
"190713","USS0010J01S",2004-04-01,"WESD",55.9," "," ","T","Hole-in-Rock",-110.19,40.92,0,2832,9.77000045776367,10.289999961853,-7.19999980926514,1.96000003814697,-5.8600001335144,1.10000002384186,565.909973144531,4.36565797328018,12.2142126904277,45.4468002319336,91.1778945922852,99999,35.7617077508822,99999,61.6201628482845,61.1441954179414,60.6682279875983,60.1922605572552,59.7162931269121,59.240325696569,64
"204446","USS0010J04S",2004-04-01,"WESD",119.4," "," ","T","Hewinta",-110.48,40.95,0,2905,9.53999996185303,10.1700000762939,-7.73999977111816,1.38999998569489,-6.76999998092651,0.77999997138977,662.460021972656,1.95529107388256,331.747178159237,73.1356964111328,77.2440948486328,99999,179.988658887408,99999,167.911882595045,168.294259114054,168.676635633063,169.059012152072,169.441388671082,169.823765190091,166
"225681","USS0010J10S",2004-04-01,"WESD",279.4," "," ","T","Lakefork #1",-110.43,40.6,0,3138,8.06999969482422,8.9399995803833,-8.5600004196167,0.430000007152557,-7.21000003814697,1.53999996185303,678.039978027344,1.0087942885972,244.612222176501,50.0083999633789,66.1479949951172,99999,182.926898487813,99999,266.827627173244,262.593152607893,258.358678042542,254.12420347719,249.889728911839,245.655254346488,288
"250512","USS0010J18S",2004-04-01,"WESD",88.9," "," ","T","Rock Creek",-110.69,40.55,0,2404,11.6800003051758,11.9700002670288,-5.67999982833862,4.17000007629395,-3.34999990463257,1.89999997615814,609.840026855469,1.17958444335404,230.540740031152,53.225700378418,48.5750999450684,99999,26.3832780099886,99999,106.121250924552,103.145501109462,100.169751294373,97.194001479283,94.2182516641934,91.2425018491038,121
"266849","USS0010J20S",2004-04-01,"WESD",302.3," "," ","T","Steel Creek Park",-110.5,40.91,0,3086,8.26000022888184,8.94999980926514,-7.3899998664856,1.04999995231628,-6.17000007629395,0.949999988079071,762.510009765625,3.6784973319539,32.0648626684663,86.8357009887695,85.4633941650391,99999,244.759279013834,99999,517.190686707442,505.628824048931,494.066961390419,482.505098731908,470.943236073396,459.381373414885,575
"291618","USS0010J25S",2004-04-01,"WESD",396.2," "," ","T","Lakefork Basin",-110.62,40.74,0,3350,7.15999984741211,7.75,-7.09999990463257,0.25,-6.65999984741211,1.01999998092651,982.429992675781,3.40649694120011,153.130899651749,104.296600341797,71.9047012329102,99999,517.541112908717,99999,462.013934570107,465.416721484128,468.819508398149,472.22229531217,475.625082226192,479.027869140213,445
"304762","USS0010J26S",2004-04-01,"WESD",416.6," "," ","T","Five Points Lake",-110.47,40.72,0,3378,7.01999998092651,7.59999990463257,-7.3899998664856,-0.0199999995529652,-7.05999994277954,1.04999995231628,899.590026855469,5.76543064390204,140.480202163667,78.8807983398438,68.4054946899414,99999,328.946520847233,99999,375.402533411036,372.683040093243,369.96354677545,367.244053457657,364.524560139864,361.805066822072,389
"321099","USS0010J30S",2004-04-01,"WESD",431.8," "," ","T","Brown Duck",-110.59,40.58,0,3176,8.05000019073486,8.86999988555908,-8.47999954223633,0.899999976158142,-6.26000022888184,1.60000002384186,887,1.74620744356898,90.9459424829086,75.3267974853516,79.9032974243164,99999,373.972277071941,99999,290.027626164894,294.233151397873,298.438676630851,302.64420186383,306.849727096809,311.055252329788,269
"336351","USS0010J35S",2004-04-01,"WESD",167.6," "," ","T","Lily Lake",-110.8,40.86,0,2776,10.0600004196167,11.0600004196167,-6.98999977111816,2.22000002861023,-5.63000011444092,1,740.25,3.5403808747547,6.02004792518575,71.9704971313477,65.0101013183594,99999,204.681248315101,99999,136.008465124298,139.810158149158,143.611851174018,147.413544198877,151.215237223737,155.016930248597,117
"351944","USS0010J43S",2004-04-01,"WESD",274.3," "," ","T","Chepeta",-110.01,40.77,0,3188,7.23000001907349,7.8899998664856,-7.38000011444092,0.219999998807907,-6.78999996185303,1.27999997138977,799.5,3.63135708957878,208.798117965602,41.9619979858398,83.6820983886719,99999,281.569146641794,99999,341.334728608649,339.601674330379,337.868620052109,336.135565773839,334.402511495568,332.669457217298,350
"368281","USS0010J44S",2004-04-01,"WESD",116.8," "," ","T","Hayden Fork",-110.88,40.8,0,2815,9.85999965667725,10.7700004577637,-7.23000001907349,1.94000005722046,-5.98000001907349,0.949999988079071,872.460021972656,4.49553122934345,89.7249163672731,102.256896972656,80.1116943359375,99999,342.005588323385,99999,266.540337614263,270.848405137116,275.156472659968,279.464540182821,283.772607705674,288.080675228526,245
"384618","USS0010J52S",2004-04-01,"WESD",403.9," "," ","T","Trial Lake",-110.95,40.68,0,2985,8.59000015258789,9.34000015258789,-6.84999990463257,1.75999999046326,-5.07999992370605,1.37999999523163,1015.75,1.3284499441869,183.281094004999,120.689498901367,75.6825942993164,99999,465.601372138778,99999,111.551573301966,128.261887962359,144.972202622752,161.682517283145,178.392831943538,195.103146603931,28
"405388","USS0010K01S",2004-04-01,"WESD",149.9," "," ","T","Indian Canyon",-110.75,39.89,0,2716,11.1400003433228,11.3400001525879,-6,4.69000005722046,-1.75999999046326,3,637.429992675781,4.33716023420457,303.421979517047,50.1571998596191,64.0961990356445,99999,95.5233327680145,99999,145.854760869972,145.425713043967,144.996665217961,144.567617391955,144.13856956595,143.709521739944,148
"421663","USS0010K02S",2004-04-01,"WESD",119.4," "," ","T","White River #1",-110.99,39.96,0,2643,10.8199996948242,11.039999961853,-5.71000003814697,4.17000007629395,-2.48000001907349,2.38000011444092,594.22998046875,5.27568472332334,256.525474316617,55.4116973876953,48.4776000976562,99999,28.1462013224919,99999,83.5489546146316,82.8587455375579,82.1685364604842,81.4783273834105,80.7881183063368,80.0979092292631,87
"462459","USS0011H08S",2004-04-01,"WESD",845.8," "," ","T","Ben Lomond Peak",-111.94,41.38,0,2050,12.5200004577637,12.3500003814697,-3.75,6.3600001335144,0.189999997615814,2.79999995231628,1422.57995605469,11.1265212121201,70.5683803513235,131.720397949219,35.2219009399414,99999,550.261375624432,99999,78.8818924112947,94.6582708935536,110.434649375813,126.211027858071,141.98740634033,157.763784822589,0
"478796","USS0011H21S",2004-04-01,"WESD",348," "," ","T","Horse Ridge",-111.45,41.31,0,2485,10.3500003814697,9.98999977111816,-4.07999992370605,4.78000020980835,-0.800000011920929,2.46000003814697,932.130004882812,0.435409999082621,160.692614821965,109.118896484375,31.978199005127,99999,390.182898832043,99999,322.320304633529,323.784365560235,325.248426486941,326.712487413647,328.176548340353,329.640609267059,315
"495133","USS0011H25S",2004-04-01,"WESD",58.4," "," ","T","Little Bear",-111.83,41.41,0,1987,12.7200002670288,12.960000038147,-4.15000009536743,6.28999996185303,-0.140000000596046,2.77999997138977,905.559997558594,7.07004097484233,322.309229886841,93.6112976074219,33.2021980285645,99999,296.796462631554,99999,211.366672441591,213.640006929909,215.913341418227,218.186675906545,220.460010394863,222.733344883182,200
